content,data_clean_content,slang_replacement_content,tokenized_content,remove_stopwords_content,stemmed_content
"Aplikasinya sangat membantu. Tapi kenapa akhir2 ini Pengiriman/kurirnya sering terlambat....??! Saya berusaha utk tetap setia, tapi kalo spt ini terus menerus....sementara saya gk belanja dulu sampe kondisinya kembali seperti dulu... Cepat, Nyaman dan Aman.",aplikasinya sangat membantu tapi kenapa akhir ini pengiriman kurirnya sering terlambat saya berusaha utk tetap setia tapi kalo spt ini terus menerus sementara saya gk belanja dulu sampe kondisinya kembali seperti dulu cepat nyaman dan aman,aplikasinya sangat membantu tapi kenapa akhir ini pengiriman kurirnya sering terlambat saya berusaha untuk  tetap setia tapi kalau  seperti  ini terus menerus sementara saya tidak belanja dulu sampai kondisinya kembali seperti dulu cepat nyaman dan aman,"['aplikasinya', 'sangat', 'membantu', 'tapi', 'kenapa', 'akhir', 'ini', 'pengiriman', 'kurirnya', 'sering', 'terlambat', 'saya', 'berusaha', 'untuk', 'tetap', 'setia', 'tapi', 'kalau', 'seperti', 'ini', 'terus', 'menerus', 'sementara', 'saya', 'tidak', 'belanja', 'dulu', 'sampai', 'kondisinya', 'kembali', 'seperti', 'dulu', 'cepat', 'nyaman', 'dan', 'aman']","['aplikasinya', 'sangat', 'membantu', 'akhir', 'pengiriman', 'kurirnya', 'sering', 'terlambat', 'berusaha', 'tetap', 'setia', 'kalau', 'terus', 'menerus', 'tidak', 'belanja', 'dulu', 'kondisinya', 'dulu', 'cepat', 'nyaman', 'aman']","['aplikasi', 'sangat', 'bantu', 'akhir', 'kirim', 'kurir', 'sering', 'lambat', 'usaha', 'tetap', 'setia', 'kalau', 'terus', 'terus', 'tidak', 'belanja', 'dulu', 'kondisi', 'dulu', 'cepat', 'nyaman', 'aman']"
Ongkir kemahalan di daerahku. Sistem COD juga tidak ada. Kerja sama dengan Ninja juga dong. Supaya ongkir murah.,ongkir kemahalan di daerahku sistem cod juga tidak ada kerja sama dengan ninja juga dong supaya ongkir murah,ongkir kemahalan di daerahku sistem cod juga tidak ada kerja sama dengan ninja juga dong supaya ongkir murah,"['ongkir', 'kemahalan', 'di', 'daerahku', 'sistem', 'cod', 'juga', 'tidak', 'ada', 'kerja', 'sama', 'dengan', 'ninja', 'juga', 'dong', 'supaya', 'ongkir', 'murah']","['ongkir', 'kemahalan', 'daerahku', 'sistem', 'cod', 'tidak', 'kerja', 'sama', 'ninja', 'dong', 'ongkir', 'murah']","['ongkir', 'mahal', 'daerah', 'sistem', 'cod', 'tidak', 'kerja', 'sama', 'ninja', 'dong', 'ongkir', 'murah']"
"Beli banyak barang di toko supermarket pas proses pembayaran kok loading lama muter2 terus , ada masalah apa ?",beli banyak barang di toko supermarket pas proses pembayaran kok loading lama muter terus ada masalah apa,beli banyak barang di toko supermarket pas proses pembayaran kok loading lama muter terus ada masalah apa,"['beli', 'banyak', 'barang', 'di', 'toko', 'supermarket', 'pas', 'proses', 'pembayaran', 'kok', 'loading', 'lama', 'muter', 'terus', 'ada', 'masalah', 'apa']","['beli', 'banyak', 'barang', 'toko', 'supermarket', 'pas', 'proses', 'pembayaran', 'kok', 'loading', 'lama', 'muter', 'terus', 'masalah', 'apa']","['beli', 'banyak', 'barang', 'toko', 'supermarket', 'pas', 'proses', 'bayar', 'kok', 'loading', 'lama', 'muter', 'terus', 'masalah', 'apa']"
Untuk pembayaran lewat akulaku ga ada yah min . Ga kaya aplikasi sebelah komplit,untuk pembayaran lewat akulaku ga ada yah min ga kaya aplikasi sebelah komplit,untuk pembayaran lewat akulaku tidak ada yah min tidak kaya aplikasi sebelah komplit,"['untuk', 'pembayaran', 'lewat', 'akulaku', 'tidak', 'ada', 'yah', 'min', 'tidak', 'kaya', 'aplikasi', 'sebelah', 'komplit']","['pembayaran', 'lewat', 'akulaku', 'tidak', 'yah', 'min', 'tidak', 'kaya', 'aplikasi', 'sebelah', 'komplit']","['bayar', 'lewat', 'akulaku', 'tidak', 'yah', 'min', 'tidak', 'kaya', 'aplikasi', 'belah', 'komplit']"
Saya dapat hadiah,saya dapat hadiah,saya dapat hadiah,"['saya', 'dapat', 'hadiah']",['hadiah'],['hadiah']
Saya belum mencobanya,saya belum mencobanya,saya belum mencobanya,"['saya', 'belum', 'mencobanya']","['belum', 'mencobanya']","['belum', 'coba']"
Dagamanacaranya,dagamanacaranya,dagamanacaranya,['dagamanacaranya'],['dagamanacaranya'],['dagamanacaranya']
"Cukup bagus sih Tokopedia ini, tapi sayang Lama banget di bagian kurirnya sesama kota aja hampir 4 harian,",cukup bagus sih tokopedia ini tapi sayang lama banget di bagian kurirnya sesama kota aja hampir harian,cukup bagus sih tokopedia ini tapi sayang lama sekali  di bagian kurirnya sesama kota saja  hampir harian,"['cukup', 'bagus', 'sih', 'tokopedia', 'ini', 'tapi', 'sayang', 'lama', 'sekali', 'di', 'bagian', 'kurirnya', 'sesama', 'kota', 'saja', 'hampir', 'harian']","['cukup', 'bagus', 'sih', 'tokopedia', 'sayang', 'lama', 'sekali', 'bagian', 'kurirnya', 'sesama', 'kota', 'hampir', 'harian']","['cukup', 'bagus', 'sih', 'tokopedia', 'sayang', 'lama', 'sekali', 'bagi', 'kurir', 'sama', 'kota', 'hampir', 'hari']"
"Kecewa tapi tetap tak kasih bintang 2, saya pemakai tokopedia sudah sangat lamaaaaaaaaa.... Dan semakin kesini semakin banyak biaya tambahan, sekarang malah gartis ongkir gak bisa dipakai berbarengan dengan casback yg lain. Semakin kecewa, padahal saya sudah jadi member platinum bahkan sudah mendekati level diamond 😔😔",kecewa tapi tetap tak kasih bintang saya pemakai tokopedia sudah sangat lama dan semakin kesini semakin banyak biaya tambahan sekarang malah gartis ongkir gak bisa dipakai berbarengan dengan casback yg lain semakin kecewa padahal saya sudah jadi member platinum bahkan sudah mendekati level diamond wajah merenung wajah merenung,kecewa tapi tetap tak kasih bintang saya pemakai tokopedia sudah sangat lama dan semakin kesini semakin banyak biaya tambahan sekarang malah gartis ongkir tidak bisa dipakai berbarengan dengan casback yang  lain semakin kecewa padahal saya sudah jadi member platinum bahkan sudah mendekati level diamond wajah merenung wajah merenung,"['kecewa', 'tapi', 'tetap', 'tak', 'kasih', 'bintang', 'saya', 'pemakai', 'tokopedia', 'sudah', 'sangat', 'lama', 'dan', 'semakin', 'kesini', 'semakin', 'banyak', 'biaya', 'tambahan', 'sekarang', 'malah', 'gartis', 'ongkir', 'tidak', 'bisa', 'dipakai', 'berbarengan', 'dengan', 'casback', 'yang', 'lain', 'semakin', 'kecewa', 'padahal', 'saya', 'sudah', 'jadi', 'member', 'platinum', 'bahkan', 'sudah', 'mendekati', 'level', 'diamond', 'wajah', 'merenung', 'wajah', 'merenung']","['kecewa', 'tetap', 'tak', 'kasih', 'bintang', 'pemakai', 'tokopedia', 'sangat', 'lama', 'semakin', 'kesini', 'semakin', 'banyak', 'biaya', 'tambahan', 'sekarang', 'malah', 'gartis', 'ongkir', 'tidak', 'dipakai', 'berbarengan', 'casback', 'semakin', 'kecewa', 'padahal', 'jadi', 'member', 'platinum', 'bahkan', 'mendekati', 'level', 'diamond', 'wajah', 'merenung', 'wajah', 'merenung']","['kecewa', 'tetap', 'tak', 'kasih', 'bintang', 'pakai', 'tokopedia', 'sangat', 'lama', 'makin', 'kesini', 'makin', 'banyak', 'biaya', 'tambah', 'sekarang', 'malah', 'gartis', 'ongkir', 'tidak', 'pakai', 'bareng', 'casback', 'makin', 'kecewa', 'padahal', 'jadi', 'member', 'platinum', 'bahkan', 'dekat', 'level', 'diamond', 'wajah', 'renung', 'wajah', 'renung']"
Lg darurat mau beli pulsa eh d cancel dri sistem apa ini masalahnya bikin emosi,lg darurat mau beli pulsa eh d cancel dri sistem apa ini masalahnya bikin emosi,lagi  darurat mau beli pulsa eh d cancel dari  sistem apa ini masalahnya bikin emosi,"['lagi', 'darurat', 'mau', 'beli', 'pulsa', 'eh', 'd', 'cancel', 'dari', 'sistem', 'apa', 'ini', 'masalahnya', 'bikin', 'emosi']","['darurat', 'mau', 'beli', 'pulsa', 'eh', 'd', 'cancel', 'sistem', 'apa', 'masalahnya', 'bikin', 'emosi']","['darurat', 'mau', 'beli', 'pulsa', 'eh', 'd', 'cancel', 'sistem', 'apa', 'masalah', 'bikin', 'emosi']"
hadiah nya mana,hadiah nya mana,hadiah nya mana,"['hadiah', 'nya', 'mana']","['hadiah', 'nya', 'mana']","['hadiah', 'nya', 'mana']"
Kok punya saya di pojok kanan bawah gk ada tulisan akunnya ya? Yg lain kok ada?,kok punya saya di pojok kanan bawah gk ada tulisan akunnya ya yg lain kok ada,kok punya saya di pojok kanan bawah tidak ada tulisan akunnya ya yang  lain kok ada,"['kok', 'punya', 'saya', 'di', 'pojok', 'kanan', 'bawah', 'tidak', 'ada', 'tulisan', 'akunnya', 'ya', 'yang', 'lain', 'kok', 'ada']","['kok', 'punya', 'pojok', 'kanan', 'bawah', 'tidak', 'tulisan', 'akunnya', 'kok']","['kok', 'punya', 'pojok', 'kanan', 'bawah', 'tidak', 'tulis', 'akun', 'kok']"
Mantap,mantap,mantap,['mantap'],['mantap'],['mantap']
cod ga ada?,cod ga ada,cod tidak ada,"['cod', 'tidak', 'ada']","['cod', 'tidak']","['cod', 'tidak']"
good,good,good,['good'],['good'],['good']
Update terlalu makan banyak memori...mending klw begini pake pc aja.,update terlalu makan banyak memori mending klw begini pake pc aja,update terlalu makan banyak memori mending kalau begini pakai  pc saja ,"['update', 'terlalu', 'makan', 'banyak', 'memori', 'mending', 'kalau', 'begini', 'pakai', 'pc', 'saja']","['update', 'terlalu', 'makan', 'banyak', 'memori', 'mending', 'kalau', 'begini', 'pakai', 'pc']","['update', 'terlalu', 'makan', 'banyak', 'memori', 'mending', 'kalau', 'begini', 'pakai', 'pc']"
"Baru ngasih rating se gini dulu, di lihat kedepannya",baru ngasih rating se gini dulu di lihat kedepannya,baru kasih  rating se gini dulu di lihat kedepannya,"['baru', 'kasih', 'rating', 'se', 'gini', 'dulu', 'di', 'lihat', 'kedepannya']","['baru', 'kasih', 'rating', 'se', 'gini', 'dulu', 'lihat', 'kedepannya']","['baru', 'kasih', 'rating', 'se', 'gin', 'dulu', 'lihat', 'depan']"
pembayaran melalui linkaja tidak dapat digunakan,pembayaran melalui linkaja tidak dapat digunakan,pembayaran melalui linkaja tidak dapat digunakan,"['pembayaran', 'melalui', 'linkaja', 'tidak', 'dapat', 'digunakan']","['pembayaran', 'melalui', 'linkaja', 'tidak', 'digunakan']","['bayar', 'lalu', 'linkaja', 'tidak', 'guna']"
ada sedikit masalah di versi ini. kartu kredit/debit sulit terhubung.,ada sedikit masalah di versi ini kartu kredit debit sulit terhubung,ada sedikit masalah di versi ini kartu kredit debit sulit terhubung,"['ada', 'sedikit', 'masalah', 'di', 'versi', 'ini', 'kartu', 'kredit', 'debit', 'sulit', 'terhubung']","['sedikit', 'masalah', 'versi', 'kartu', 'kredit', 'debit', 'sulit', 'terhubung']","['sedikit', 'masalah', 'versi', 'kartu', 'kredit', 'debit', 'sulit', 'hubung']"
"Udah download, karna pengguna baru dpt diskon 30.000 harga barang diatas 50 ribu jd dpt free ongkir pas udh bayar, bbrp jam dicek dibatalkan sm pihak tokped. Tolong diperbaiki, cukup kecewa.",udah download karna pengguna baru dpt diskon harga barang diatas ribu jd dpt free ongkir pas udh bayar bbrp jam dicek dibatalkan sm pihak tokped tolong diperbaiki cukup kecewa,sudah download karena  pengguna baru dapat  diskon harga barang diatas ribu jadi dapat  free ongkir pas sudah bayar beberapa  jam dicek dibatalkan sama  pihak tokped tolong diperbaiki cukup kecewa,"['sudah', 'download', 'karena', 'pengguna', 'baru', 'dapat', 'diskon', 'harga', 'barang', 'diatas', 'ribu', 'jadi', 'dapat', 'free', 'ongkir', 'pas', 'sudah', 'bayar', 'beberapa', 'jam', 'dicek', 'dibatalkan', 'sama', 'pihak', 'tokped', 'tolong', 'diperbaiki', 'cukup', 'kecewa']","['download', 'pengguna', 'baru', 'diskon', 'harga', 'barang', 'diatas', 'ribu', 'jadi', 'free', 'ongkir', 'pas', 'bayar', 'beberapa', 'jam', 'dicek', 'dibatalkan', 'sama', 'pihak', 'tokped', 'diperbaiki', 'cukup', 'kecewa']","['download', 'guna', 'baru', 'diskon', 'harga', 'barang', 'atas', 'ribu', 'jadi', 'free', 'ongkir', 'pas', 'bayar', 'beberapa', 'jam', 'cek', 'batal', 'sama', 'pihak', 'tokped', 'baik', 'cukup', 'kecewa']"
Vocher gratong GK bisa di gabung GK kaya yang lain lain padahal dulu lebih ke tokoed sih sekarang pindah aja dulu karena makin pelitt dan mahalll di ongkir 👎👎👎,vocher gratong gk bisa di gabung gk kaya yang lain lain padahal dulu lebih ke tokoed sih sekarang pindah aja dulu karena makin pelitt dan mahal di ongkir jempol ke bawah jempol ke bawah jempol ke bawah,vocher gratong tidak bisa di gabung tidak kaya yang lain lain padahal dulu lebih ke tokoed sih sekarang pindah saja  dulu karena makin pelitt dan mahal di ongkir jempol ke bawah jempol ke bawah jempol ke bawah,"['vocher', 'gratong', 'tidak', 'bisa', 'di', 'gabung', 'tidak', 'kaya', 'yang', 'lain', 'lain', 'padahal', 'dulu', 'lebih', 'ke', 'tokoed', 'sih', 'sekarang', 'pindah', 'saja', 'dulu', 'karena', 'makin', 'pelitt', 'dan', 'mahal', 'di', 'ongkir', 'jempol', 'ke', 'bawah', 'jempol', 'ke', 'bawah', 'jempol', 'ke', 'bawah']","['vocher', 'gratong', 'tidak', 'gabung', 'tidak', 'kaya', 'padahal', 'dulu', 'lebih', 'tokoed', 'sih', 'sekarang', 'pindah', 'dulu', 'makin', 'pelitt', 'mahal', 'ongkir', 'jempol', 'bawah', 'jempol', 'bawah', 'jempol', 'bawah']","['vocher', 'gratong', 'tidak', 'gabung', 'tidak', 'kaya', 'padahal', 'dulu', 'lebih', 'tokoed', 'sih', 'sekarang', 'pindah', 'dulu', 'makin', 'pelitt', 'mahal', 'ongkir', 'jempol', 'bawah', 'jempol', 'bawah', 'jempol', 'bawah']"
"Di suruh singkron ma gojek sudah beres,tapi mo order masukin metode pembayaran nya aja sudah nya minta ampun .... Gak jadi order ...",di suruh singkron ma gojek sudah beres tapi mo order masukin metode pembayaran nya aja sudah nya minta ampun gak jadi order,di suruh singkron ma gojek sudah beres tapi mau  order masukin metode pembayaran nya saja  sudah nya minta ampun tidak jadi order,"['di', 'suruh', 'singkron', 'ma', 'gojek', 'sudah', 'beres', 'tapi', 'mau', 'order', 'masukin', 'metode', 'pembayaran', 'nya', 'saja', 'sudah', 'nya', 'minta', 'ampun', 'tidak', 'jadi', 'order']","['suruh', 'singkron', 'ma', 'gojek', 'beres', 'mau', 'order', 'masukin', 'metode', 'pembayaran', 'nya', 'nya', 'minta', 'ampun', 'tidak', 'jadi', 'order']","['suruh', 'singkron', 'ma', 'gojek', 'beres', 'mau', 'order', 'masukin', 'metode', 'bayar', 'nya', 'nya', 'minta', 'ampun', 'tidak', 'jadi', 'order']"
Dua ajh,dua ajh,dua saja,"['dua', 'saja']",[],[]
Skrg dana masuk k rekg lama yaa ga real time Ap ad gangguan Notif orderan masuk juga skrg lma mmkan waktu,skrg dana masuk k rekg lama yaa ga real time ap ad gangguan notif orderan masuk juga skrg lma mmkan waktu,sekarang  dana masuk k rekg lama yaa tidak real time ap ad gangguan notif orderan masuk juga sekarang  lma mmkan waktu,"['sekarang', 'dana', 'masuk', 'k', 'rekg', 'lama', 'yaa', 'tidak', 'real', 'time', 'ap', 'ad', 'gangguan', 'notif', 'orderan', 'masuk', 'juga', 'sekarang', 'lma', 'mmkan', 'waktu']","['sekarang', 'dana', 'masuk', 'k', 'rekg', 'lama', 'yaa', 'tidak', 'real', 'time', 'ap', 'ad', 'gangguan', 'notif', 'orderan', 'masuk', 'sekarang', 'lma', 'mmkan', 'waktu']","['sekarang', 'dana', 'masuk', 'k', 'rekg', 'lama', 'yaa', 'tidak', 'real', 'time', 'ap', 'ad', 'ganggu', 'notif', 'order', 'masuk', 'sekarang', 'lma', 'mmkan', 'waktu']"
jasa kurirnya lambat sekali dan tidak memuaskan,jasa kurirnya lambat sekali dan tidak memuaskan,jasa kurirnya lambat sekali dan tidak memuaskan,"['jasa', 'kurirnya', 'lambat', 'sekali', 'dan', 'tidak', 'memuaskan']","['jasa', 'kurirnya', 'lambat', 'sekali', 'tidak', 'memuaskan']","['jasa', 'kurir', 'lambat', 'sekali', 'tidak', 'muas']"
Knpa saya tidak bisa menarik saldo Tokopedia saya ??,knpa saya tidak bisa menarik saldo tokopedia saya,kenapa  saya tidak bisa menarik saldo tokopedia saya,"['kenapa', 'saya', 'tidak', 'bisa', 'menarik', 'saldo', 'tokopedia', 'saya']","['tidak', 'menarik', 'saldo', 'tokopedia']","['tidak', 'tarik', 'saldo', 'tokopedia']"
"Mending FREE ONGKIR kerja sama JNT, Jangan pakai si cepat.. Itu perusahaan lagi ngak beres, alias lemot. Paket kok kalau belum seminggu lebih belum sampai. Orang lain jadi males pakai Tokopedia & memilih sebelah yg free ongkir bisa DI PILIH sesuai keinginan.",mending free ongkir kerja sama jnt jangan pakai si cepat itu perusahaan lagi ngak beres alias lemot paket kok kalau belum seminggu lebih belum sampai orang lain jadi males pakai tokopedia memilih sebelah yg free ongkir bisa di pilih sesuai keinginan,mending free ongkir kerja sama jnt jangan pakai si cepat itu perusahaan lagi tidak  beres alias lemot paket kok kalau belum seminggu lebih belum sampai orang lain jadi males pakai tokopedia memilih sebelah yang  free ongkir bisa di pilih sesuai keinginan,"['mending', 'free', 'ongkir', 'kerja', 'sama', 'jnt', 'jangan', 'pakai', 'si', 'cepat', 'itu', 'perusahaan', 'lagi', 'tidak', 'beres', 'alias', 'lemot', 'paket', 'kok', 'kalau', 'belum', 'seminggu', 'lebih', 'belum', 'sampai', 'orang', 'lain', 'jadi', 'males', 'pakai', 'tokopedia', 'memilih', 'sebelah', 'yang', 'free', 'ongkir', 'bisa', 'di', 'pilih', 'sesuai', 'keinginan']","['mending', 'free', 'ongkir', 'kerja', 'sama', 'jnt', 'jangan', 'pakai', 'si', 'cepat', 'perusahaan', 'tidak', 'beres', 'alias', 'lemot', 'paket', 'kok', 'kalau', 'belum', 'seminggu', 'lebih', 'belum', 'orang', 'jadi', 'males', 'pakai', 'tokopedia', 'memilih', 'sebelah', 'free', 'ongkir', 'pilih', 'sesuai', 'keinginan']","['mending', 'free', 'ongkir', 'kerja', 'sama', 'jnt', 'jangan', 'pakai', 'si', 'cepat', 'usaha', 'tidak', 'beres', 'alias', 'lot', 'paket', 'kok', 'kalau', 'belum', 'minggu', 'lebih', 'belum', 'orang', 'jadi', 'males', 'pakai', 'tokopedia', 'pilih', 'belah', 'free', 'ongkir', 'pilih', 'sesuai', 'ingin']"
"Min, ini gimna sih, fungsinya ada saldo Tokopedia tu buat apa, klo gk bisa buat transaksi-_-",min ini gimna sih fungsinya ada saldo tokopedia tu buat apa klo gk bisa buat transaksi,min ini gimna sih fungsinya ada saldo tokopedia itu  buat apa kalau tidak bisa buat transaksi,"['min', 'ini', 'gimna', 'sih', 'fungsinya', 'ada', 'saldo', 'tokopedia', 'itu', 'buat', 'apa', 'kalau', 'tidak', 'bisa', 'buat', 'transaksi']","['min', 'gimna', 'sih', 'fungsinya', 'saldo', 'tokopedia', 'buat', 'apa', 'kalau', 'tidak', 'buat', 'transaksi']","['min', 'gimna', 'sih', 'fungsi', 'saldo', 'tokopedia', 'buat', 'apa', 'kalau', 'tidak', 'buat', 'transaksi']"
kembalikan fitur gabungan gratis ongkir dan cashback dong...... 🙏🙏🙏🙏🙏 #edit turunin bintang,kembalikan fitur gabungan gratis ongkir dan cashback dong melipat tangan melipat tangan melipat tangan melipat tangan melipat tangan edit turunin bintang,kembalikan fitur gabungan gratis ongkir dan cashback dong melipat tangan melipat tangan melipat tangan melipat tangan melipat tangan edit turunin bintang,"['kembalikan', 'fitur', 'gabungan', 'gratis', 'ongkir', 'dan', 'cashback', 'dong', 'melipat', 'tangan', 'melipat', 'tangan', 'melipat', 'tangan', 'melipat', 'tangan', 'melipat', 'tangan', 'edit', 'turunin', 'bintang']","['kembalikan', 'fitur', 'gabungan', 'gratis', 'ongkir', 'cashback', 'dong', 'melipat', 'tangan', 'melipat', 'tangan', 'melipat', 'tangan', 'melipat', 'tangan', 'melipat', 'tangan', 'edit', 'turunin', 'bintang']","['kembali', 'fitur', 'gabung', 'gratis', 'ongkir', 'cashback', 'dong', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan', 'edit', 'turunin', 'bintang']"
"Parah sih, ga sperti marketplace sebelah, pengembalian barang ongkir harus di tanggung sendiri dan uang ongkir sampe skrng blm dikembalikan dari pihak toped, ga sesuai estimasi pencairan dana",parah sih ga sperti marketplace sebelah pengembalian barang ongkir harus di tanggung sendiri dan uang ongkir sampe skrng blm dikembalikan dari pihak toped ga sesuai estimasi pencairan dana,parah sih tidak seperti  marketplace sebelah pengembalian barang ongkir harus di tanggung sendiri dan uang ongkir sampai sekarang  belum  dikembalikan dari pihak toped tidak sesuai estimasi pencairan dana,"['parah', 'sih', 'tidak', 'seperti', 'marketplace', 'sebelah', 'pengembalian', 'barang', 'ongkir', 'harus', 'di', 'tanggung', 'sendiri', 'dan', 'uang', 'ongkir', 'sampai', 'sekarang', 'belum', 'dikembalikan', 'dari', 'pihak', 'toped', 'tidak', 'sesuai', 'estimasi', 'pencairan', 'dana']","['parah', 'sih', 'tidak', 'marketplace', 'sebelah', 'pengembalian', 'barang', 'ongkir', 'tanggung', 'sendiri', 'uang', 'ongkir', 'sekarang', 'belum', 'dikembalikan', 'pihak', 'toped', 'tidak', 'sesuai', 'estimasi', 'pencairan', 'dana']","['parah', 'sih', 'tidak', 'marketplace', 'belah', 'kembali', 'barang', 'ongkir', 'tanggung', 'sendiri', 'uang', 'ongkir', 'sekarang', 'belum', 'kembali', 'pihak', 'toped', 'tidak', 'sesuai', 'estimasi', 'cair', 'dana']"
"Bintang tak turunin ,2 dah... soalnya paket yg saya beli tgl 31 Januari bermasalah..udh konfirmasi bolak balik tp ujung2 GK ada penyelesaian..🧐",bintang tak turunin dah soalnya paket yg saya beli tgl januari bermasalah udh konfirmasi bolak balik tp ujung gk ada penyelesaian wajah dengan monokel,bintang tak turunin sudah soalnya paket yang  saya beli tanggal januari bermasalah sudah konfirmasi bolak balik tapi ujung tidak ada penyelesaian wajah dengan monokel,"['bintang', 'tak', 'turunin', 'sudah', 'soalnya', 'paket', 'yang', 'saya', 'beli', 'tanggal', 'januari', 'bermasalah', 'sudah', 'konfirmasi', 'bolak', 'balik', 'tapi', 'ujung', 'tidak', 'ada', 'penyelesaian', 'wajah', 'dengan', 'monokel']","['bintang', 'tak', 'turunin', 'soalnya', 'paket', 'beli', 'tanggal', 'januari', 'bermasalah', 'konfirmasi', 'bolak', 'balik', 'ujung', 'tidak', 'penyelesaian', 'wajah', 'monokel']","['bintang', 'tak', 'turunin', 'soal', 'paket', 'beli', 'tanggal', 'januari', 'masalah', 'konfirmasi', 'bolak', 'balik', 'ujung', 'tidak', 'selesai', 'wajah', 'monokel']"
